raw_time,name,text,time,time_difference,actual_time,debate
33:22,Amy Klobuchar,"On day one, I will get us back into the international climate change agreement. On day two, I will bring back the Clean Power rules that president Obama had worked on. On day three, I will bring back the gas mileage standards. You can do all that without Congress, which is good. On day four, five, and six, I will, working with Congress and mayors and businesspeople all over the country, introduce sweeping legislation to get at that 2050 goal.",0 days 00:33:22.000000000,0 days 00:00:29.000000000,0 days 01:55:39.000000000,third
33:51,Jorge Ramos,Thank you.,0 days 00:33:51.000000000,0 days 00:00:00.000000000,0 days 01:56:08.000000000,third
33:51,Amy Klobuchar,"And on day seven, you’re supposed to rest, but I won’t.",0 days 00:33:51.000000000,0 days 00:00:03.000000000,0 days 01:56:08.000000000,third
33:54,Jorge Ramos,Senator Warren-,0 days 00:33:54.000000000,0 days 00:00:00.000000000,0 days 01:56:11.000000000,third
33:54,Amy Klobuchar,This is what we need to do if we’re going to get at climate change. We have to take this on as a crisis that’s happening right now.,0 days 00:33:54.000000000,0 days 00:00:07.000000000,0 days 01:56:11.000000000,third
34:01,Jorge Ramos,"Senator Warren, should American foreign policy be based around the principle of climate change?",0 days 00:34:01.000000000,0 days 00:00:04.000000000,0 days 01:56:18.000000000,third
34:05,Elizabeth Warren,"Yes. We need to work on every front on climate change. It is the threat to every living thing on this planet, and we are running out of time. Every time the scientists go back, they say we have less and less time than we thought we had. But that means we’ve got to use all the tools. One of the tools we need to use are our regulatory tools. I have proposed, following, Governor Inslee, that we, by 2028, cut all carbon emissions from new buildings, by 2030, carbon emissions from cars, and by 2035, all carbon emissions from the manufacture of electricity. That alone, those three, will cut our emissions here in the United States by 70%. We can do this.",0 days 00:34:05.000000000,0 days 00:00:49.000000000,0 days 01:56:22.000000000,third
34:54,Elizabeth Warren,"We also need to help around the world to clean, but understand this one more time, why doesn’t it happen?",0 days 00:34:54.000000000,0 days 00:00:08.000000000,0 days 01:57:11.000000000,third
35:02,Jorge Ramos,Thank you.,0 days 00:35:02.000000000,0 days 00:00:00.000000000,0 days 01:57:19.000000000,third
35:02,Elizabeth Warren,"As long as Washington is paying more attention to money than it is to our future, we can’t make the changes we need to make. We have to attack the corruption head on so that we can save our planet.",0 days 00:35:02.000000000,0 days 00:00:14.000000000,0 days 01:57:19.000000000,third
35:16,Jorge Ramos,"Senator Harris, 45 seconds.",0 days 00:35:16.000000000,0 days 00:00:02.000000000,0 days 01:57:33.000000000,third
35:18,Kamala Harris,"When I think about this issue, it really is through the lens of my baby nieces who are one and a half and three years old. When I look at what is going to be the world if we do nothing, when they turn 20, I am really scared. And when I’ve been in the United States Senate for now the last two and a half years, and I look at our counterparts, the Republicans in the United States Senate, they must be looking at their children. And then when they look at the mirror, I don’t know what they see, but it’s a lack of courage.",0 days 00:35:18.000000000,0 days 00:00:30.000000000,0 days 01:57:35.000000000,third
35:48,Kamala Harris,"And this is an issue that, yes, it represents an existential threat. It is also something we can do something about. This is a problem that was created by human behaviors, and we can change our behaviors in a way that-",0 days 00:35:48.000000000,0 days 00:00:15.000000000,0 days 01:58:05.000000000,third
36:03,Kamala Harris,and we can change our behaviors in a way that saves our planet. I’ve seen it happen in California. I took on as the Attorney General of California. I ran the second largest Department of Justice in the United States. Second only to the United States Department of Justice. I took on the big oil companies. We saw progress.,0 days 00:36:03.000000000,0 days 00:00:17.000000000,0 days 01:58:20.000000000,third
36:20,Kamala Harris,"If any of you have been to Los Angeles [crosstalk 00:36:22] 20 years ago, you’ll remember, that sky was brown. You go there now the sky is blue. You know why? Because leader decided to lead. We took on these big fossil fuel companies. We have some of the most important and strongest laws-",0 days 00:36:20.000000000,0 days 00:00:16.000000000,0 days 01:58:37.000000000,third
36:36,Speaker 2,Thank you.,0 days 00:36:36.000000000,0 days 00:00:00.000000000,0 days 01:58:53.000000000,third
36:36,Kamala Harris,in the country.,0 days 00:36:36.000000000,0 days 00:00:00.000000000,0 days 01:58:53.000000000,third
36:36,Speaker 2,"Thank you, very much.",0 days 00:36:36.000000000,0 days 00:00:02.000000000,0 days 01:58:53.000000000,third
36:38,Kamala Harris,We made a difference. My point being I’ve done it before and I will lead as president on this issue because we have no time. The clock is ticking-,0 days 00:36:38.000000000,0 days 00:00:09.000000000,0 days 01:58:55.000000000,third
36:47,Speaker 2,Thank you.,0 days 00:36:47.000000000,0 days 00:00:01.000000000,0 days 01:59:04.000000000,third
36:48,Kamala Harris,crosstalk 00:36:48] … but we need courage and we need courageous leadership. We can get this done.,0 days 00:36:48.000000000,0 days 00:00:04.000000000,0 days 01:59:05.000000000,third
36:52,Speaker 2,Mr. Yang.,0 days 00:36:52.000000000,0 days 00:00:03.000000000,0 days 01:59:09.000000000,third
36:55,Andrew Yang,"To follow up on what Elizabeth said, why are we losing to the fossil fuel companies? Why are we losing to the gun lobby and the NRA? The answer is this, we all know, everyone on this stage knows, that our government has been overrun by money and corporate interests. Now everyone here has a plan to try and curb those corporate interests, but we have to face facts. Money finds a way. Money will find its way back in.",0 days 00:36:55.000000000,0 days 00:00:24.000000000,0 days 01:59:12.000000000,third
37:19,Andrew Yang,"What is the answer? The answer is to wash the money out with people powered money. My proposal is that we give every American 100 democracy dollars that you can only give to candidates and causes that you like. This would washout the lobbyist cash by a factor of eight to one. That is the only way we will win. As someone running for president I’ll tell you, there’s the people on one side and the money on the other. The only way for us to win is if we bring them together.",0 days 00:37:19.000000000,0 days 00:00:27.000000000,0 days 01:59:36.000000000,third
37:46,Speaker 2,Thank you Mr. Yang.,0 days 00:37:46.000000000,0 days 00:00:01.000000000,0 days 02:00:03.000000000,third
37:47,Speaker 2,Lindsey 00:37:47].,0 days 00:37:47.000000000,0 days 00:00:00.000000000,0 days 02:00:04.000000000,third
37:47,Lindsey Davis,"I’d like to have an academic discussion now about education. Mr. Yang we’ll stay with you. Here in Houston the school district is facing yet another year of spending cuts. Like schools across the country the system faces many challenges. One of them, thousands of students are leaving traditional public schools and going to charter schools. You are the most vocal proponent on this stage for charter schools.",0 days 00:37:47.000000000,0 days 00:00:23.000000000,0 days 02:00:04.000000000,third
38:10,Lindsey Davis,"You have said that Democrats who want to limit them are, quote, “Just jumping into bed with teacher’s unions and doing kids a disservice.” Why isn’t tax payer money better spent on fixing traditional public schools?",0 days 00:38:10.000000000,0 days 00:00:12.000000000,0 days 02:00:27.000000000,third
38:22,Andrew Yang,"Let me be clear, I am pro good school. I’ve got a kid … One of my little boys just started public school last week, and I was not there because I was running for president. We need to pay teachers more because the data clearly shows a good teacher is worth his or her weight in gold. We need to lighten up the emphasis on standardized tests, which do not measure anything fundamental about our character or human word.",0 days 00:38:22.000000000,0 days 00:00:28.000000000,0 days 02:00:39.000000000,third
38:50,Andrew Yang,"But here’s the big one, the data clearly shows that 65 to 70 percent of our students’ outcomes are determined outside of the school. We’re talking about time spent at home with the parents, words read to them when they’re young, stress levels in the house, income, type of neighborhood. We’re putting money into schools, and educators know this. We’re saying, “You’re 100% responsible for educating our kids but you can only control 30%.” They all know this. The answer is to put money directly into the families and neighborhoods to give our kids a chance to learn, and our teachers a chance to teach.",0 days 00:38:50.000000000,0 days 00:00:36.000000000,0 days 02:01:07.000000000,third
39:26,Lindsey Davis,"Mayor Buttigieg, 45 seconds to respond.",0 days 00:39:26.000000000,0 days 00:00:05.000000000,0 days 02:01:43.000000000,third
39:31,Pete Buttigieg,"Step one is appoint a Secretary of Education who actually believes in public education. I believe in public education. In order to strengthen it some things are very complex, for preparing for a future where knowledge is at your fingertips but we got to teach more to do with critical thinking, and social and emotional learning. Some of it is extremely simple, we’ve just got to pay teachers more. We’ve got to lift up the teaching profession.",0 days 00:39:31.000000000,0 days 00:00:31.000000000,0 days 02:01:48.000000000,third
40:02,Pete Buttigieg,"I always think of a story from South Bend of friends who hosted exchange students from Japan. They had a student one year who wanted to be a teacher. They kept in touch with her when she went back to Japan and to college. She took the exam to try to become a teacher, in a society that really regards teachers and compensates teachers well. She came up just short. You know what she did? Since she was academically good but couldn’t quite make the cut to be a teacher? She had a fallback plan. She became a doctor. That is how seriously some countries treat the teaching profession.",0 days 00:40:02.000000000,0 days 00:00:33.000000000,0 days 02:02:19.000000000,third
40:35,Pete Buttigieg,If we want to get the results that we expect for our children we have to support and compensate the teaching profession. Respect teachers the way we do soldiers and pay them more like the way we do doctors.,0 days 00:40:35.000000000,0 days 00:00:12.000000000,0 days 02:02:52.000000000,third
40:47,Lindsey Davis,"Senator Warren, to use Mr. Yang’s term, are you just jumping into bed with teacher’s unions?",0 days 00:40:47.000000000,0 days 00:00:06.000000000,0 days 02:03:04.000000000,third
40:53,Elizabeth Warren,"I think I’m the only person on this stage who has been a public school teacher. I’ve wanted to be a public school teacher since I was in 2nd grade. Let’s be clear in all the ways we talk about this, money for public schools should stay in public schools, not go anywhere else. I’ve already made my commitment. We will have a Secretary of Education who has been a public school teacher.",0 days 00:40:53.000000000,0 days 00:00:33.000000000,0 days 02:03:10.000000000,third
41:26,Elizabeth Warren,I think this is ultimately about our values. I have proposed a two cent wealth tax on the top 1/10 of 1% in this country. That would give us enough money to start with our babies by providing universal child care for every baby age zero to five. Universal pre-K for every three year old and four year old in this country.,0 days 00:41:26.000000000,0 days 00:00:27.000000000,0 days 02:03:43.000000000,third
41:53,Lindsey Davis,Thank you Senator.,0 days 00:41:53.000000000,0 days 00:00:01.000000000,0 days 02:04:10.000000000,third
41:54,Elizabeth Warren,Raise the wages of every childcare worker and pre-school teacher in this country. Cancel student loan debt for 95% of the folks who’ve got it.,0 days 00:41:54.000000000,0 days 00:00:11.000000000,0 days 02:04:11.000000000,third
42:05,Lindsey Davis,Thank you Senator.,0 days 00:42:05.000000000,0 days 00:00:01.000000000,0 days 02:04:22.000000000,third
42:06,Elizabeth Warren,"Strengthen our unions. This is how we build an America that reflects our values, not just where the money comes from with the billionaires and corporate executives.",0 days 00:42:06.000000000,0 days 00:00:11.000000000,0 days 02:04:23.000000000,third
42:17,Lindsey Davis,"Senator Harris, 45 seconds to respond.",0 days 00:42:17.000000000,0 days 00:00:02.000000000,0 days 02:04:34.000000000,third
42:19,Kamala Harris,"My first grade teacher, Mrs. Francis Wilson, God rest her soul, attended my law school graduation. I think most of us would say that we are not where we are without the teachers who believed in us. I have offered, in this campaign, a proposal to deal with this, which will be the first in the nation, Federal investment enclosing the teacher pay gap. Which is $13,500 a year. Because right now in our public schools our teachers, 94% of them are coming out of their own pocket to help pay for school supplies. That is wrong.",0 days 00:42:19.000000000,0 days 00:00:32.000000000,0 days 02:04:36.000000000,third
42:51,Kamala Harris,"I also want to talk about where we are here at TSU and what it means in terms of HBCUs. I have, as part of my proposal, that we will put two trillion dollars into investing in our HBCUs for teachers. Because one, as a proud graduate of a historically black college and university I will say that is our HBCUs that disproportionately produce teachers and those who serve in these many professions. But also-",0 days 00:42:51.000000000,0 days 00:00:31.000000000,0 days 02:05:08.000000000,third
43:22,Lindsey Davis,Thank you Senator.,0 days 00:43:22.000000000,0 days 00:00:00.000000000,0 days 02:05:39.000000000,third
43:22,Kamala Harris,But this is a critical point. If a black child has a black teacher before the end of third grade they are 13% more likely to go to college. If that child has had two black teachers before the end of third grade they are 32% more likely to go to college. When we talk about investing in our public education system it is at the source of so much. When we fix it that will fix so many other things. We must invest in the potential-,0 days 00:43:22.000000000,0 days 00:00:32.000000000,0 days 02:05:39.000000000,third
43:54,Lindsey Davis,Thank you Senator.,0 days 00:43:54.000000000,0 days 00:00:01.000000000,0 days 02:06:11.000000000,third
43:55,Kamala Harris,of our children.,0 days 00:43:55.000000000,0 days 00:00:00.000000000,0 days 02:06:12.000000000,third
43:55,Lindsey Davis,Senator Sanders-,0 days 00:43:55.000000000,0 days 00:00:01.000000000,0 days 02:06:12.000000000,third
43:56,Kamala Harris,I strongly believe you can judge a [crosstalk 00:43:58] society based on how it treats its children and we are-,0 days 00:43:56.000000000,0 days 00:00:05.000000000,0 days 02:06:13.000000000,third
44:01,Lindsey Davis,Thank you Senator.,0 days 00:44:01.000000000,0 days 00:00:01.000000000,0 days 02:06:18.000000000,third
44:02,Kamala Harris,failing on this issue.,0 days 00:44:02.000000000,0 days 00:00:07.000000000,0 days 02:06:19.000000000,third
44:09,Bernie Sanders,"Guess what? You’re guessing. All right, here’s the answer. We are the wealthiest country in the history of the world. Yet we have the highest child poverty rate of almost any country on Earth. We have teachers in this country who are leaving education because they can’t work two or three jobs to support themselves, which is why under my legislation we’ll move to see that every teacher in America makes at least $60,000 a year.",0 days 00:44:09.000000000,0 days 00:00:39.000000000,0 days 02:06:26.000000000,third
44:48,Bernie Sanders,"What we will also do is not only have universal pre-K, we will make public colleges, and universities, and HBCUs debt free. What we will also do, because this is an incredible burden on millions and millions of young people who did nothing wrong except try to get the education they need, we are going to cancel all student debt in this country.",0 days 00:44:48.000000000,0 days 00:00:31.000000000,0 days 02:07:05.000000000,third
45:19,Lindsey Davis,Thank you Senator. Thank you.,0 days 00:45:19.000000000,0 days 00:00:00.000000000,0 days 02:07:36.000000000,third
45:19,Bernie Sanders,We are going to do that by imposing a tax on Wall Street speculation.,0 days 00:45:19.000000000,0 days 00:00:09.000000000,0 days 02:07:36.000000000,third
45:28,Lindsey Davis,"Thank you [crosstalk 00:45:29] Senator. Mr. Vice President, I want to come to you, and talk to you about inequality in schools, and race. In a conversation about how to deal with segregation in schools back in 1975 you told a reporter, “I don’t feel responsible for the sins of my father and grandfather. I feel responsible for what the situation is today, for the sins of my own generation. I’ll be damned if I feel responsible to pay for what happened 300 years ago.” You said that some 40 years ago, but as you stand here tonight, what responsibility do you think that Americans need to take to repair the legacy of slavery in our country?",0 days 00:45:28.000000000,0 days 00:00:38.000000000,0 days 02:07:45.000000000,third
46:06,Joe Biden,"Well they have to deal with the … Look, there is institutional segregation in this country. From the time I got involved I started dealing with that. Redlining banks. Making sure that we are in a position where … Look, we talk about education. I propose that what we take is those very poor schools, the Title 1 schools, triple the amount of money we spend from 15 to 45 billion a year. Give every single teacher a raise so they equal raise of getting out of the $60,000 level.",0 days 00:46:06.000000000,0 days 00:00:27.000000000,0 days 02:08:23.000000000,third
46:33,Joe Biden,"Number two, make sure that we bring into help the teachers deal with the problems that come from home. The problems that come from home. We have one school psychologist for every 1,500 kids in America today. It’s crazy. The teachers are … I’m married to a teacher. My deceased wife is a teacher. They have every problem coming to them. We make sure that every single child does in fact have three, four, and five year olds go to school. School. Not daycare, school. We bring social workers into homes and parents, to help them deal with how to raise their children.",0 days 00:46:33.000000000,0 days 00:00:33.000000000,0 days 02:08:50.000000000,third
47:06,Joe Biden,It’s not that they don’t want to help. They don’t know quite what to do. Play the radio. Make sure the television … Excuse me. Make sure you have the record player on at night. Make sure the kids hear words. A kid coming from a very poor background will hear four million words fewer spoken by the time they get there. There’s so much we can-,0 days 00:47:06.000000000,0 days 00:00:20.000000000,0 days 02:09:23.000000000,third
47:26,Lindsey Davis,Thank you Mr. Vice President.,0 days 00:47:26.000000000,0 days 00:00:01.000000000,0 days 02:09:43.000000000,third
47:27,Joe Biden,"No, I’m going to go like the rest of them do, twice over. Okay? Because here’s the deal. The deal is that we’ve got this a little backwards.",0 days 00:47:27.000000000,0 days 00:00:09.000000000,0 days 02:09:44.000000000,third
47:36,Joe Biden,"By the way, in Venezuela we should be allowing people to come here from Venezuela. I know Maduro. I’ve confronted Maduro.",0 days 00:47:36.000000000,0 days 00:00:07.000000000,0 days 02:09:53.000000000,third
47:43,Joe Biden,"Number two, you talk about the need to do something to Latin America. I’m the guy that came up with 740 million dollars to see to it those three countries, in fact, changed their system so people don’t have a chance to leave. You’re all acting like we just discovered this yesterday. Thank you very much.",0 days 00:47:43.000000000,0 days 00:00:15.000000000,0 days 02:10:00.000000000,third
47:58,Lindsey Davis,Thank you Mr. Vice President.,0 days 00:47:58.000000000,0 days 00:00:01.000000000,0 days 02:10:15.000000000,third
47:59,Lindsey Davis,Secretary Castro.,0 days 00:47:59.000000000,0 days 00:00:02.000000000,0 days 02:10:16.000000000,third
48:01,Julian Castro,"Thank you very much. Well that’s quite a lot. [crosstalk 00:48:05] But I grew up in one of those neighborhoods that folks have talked about. In a neighborhood that was grappling with the legacy of segregation. In fact in two public school districts that were involved in a 1973 Supreme Court case, challenging how Texas financed its schools.",0 days 00:48:01.000000000,0 days 00:00:24.000000000,0 days 02:10:18.000000000,third
48:25,Julian Castro,"I know that today our schools are segregated because our neighborhoods are segregated. Now I have an education plan, like a lot of folks up here, that would pay teachers more. That would recruit diverse ranks of teachers. That would invest in our public schools, but I also believe that we have to connect the dots. To uplift the quality of life. To invest in housing opportunity, to invest in job opportunity, to invest in community schools that offer resources like parents able to go back and get their GED. Healthcare opportunities. Those things that truly ensure that the entire family can prosper. Those are the types of things we need to do, in addition to lifting up our public schools.",0 days 00:48:25.000000000,0 days 00:00:42.000000000,0 days 02:10:42.000000000,third
49:07,Julian Castro,"You asked a second ago about charter schools. Look, it is a myth that charter schools are better than public schools. They’re not.",0 days 00:49:07.000000000,0 days 00:00:08.000000000,0 days 02:11:24.000000000,third
49:15,Lindsey Davis,Thank you Secretary.,0 days 00:49:15.000000000,0 days 00:00:04.000000000,0 days 02:11:32.000000000,third
49:19,Julian Castro,"Well I’m not categorically against charter schools, I would require more transparency and accountability from them than is required right now.",0 days 00:49:19.000000000,0 days 00:00:08.000000000,0 days 02:11:36.000000000,third
49:27,Lindsey Davis,"Senator Booker, coming to you know. It was 65 years ago this year that the Supreme Court outlawed racial segregation in public schools. Yet for millions of students of color today segregation remains a reality. Non-white districts typically receive $2,200 less per student than those in white districts. This means older books, less access to computers, and often worse outcomes. What is your plan to address segregation? I’m not just talking about the achievement gap, but I’m talking about the opportunity gap in education.",0 days 00:49:27.000000000,0 days 00:00:31.000000000,0 days 02:11:44.000000000,third
49:58,Cory Booker,"I’m hearing a lot of conversations on the stage and the way we talk about communities of color. Look I live in a black and brown community below the poverty line. I’ve lived in [Polk 00:50:10] Housing Projects for almost a decade and saw the anguish of parents who are just so deeply frustrated that they don’t have a school that serves their genius. I think I’m the only person on the stage, even though I had no formal authority as Mayor to run a school system, I stepped up and took responsibility for our schools. We produce results.",0 days 00:49:58.000000000,0 days 00:00:31.000000000,0 days 02:12:15.000000000,third
50:29,Cory Booker,"A lot of folks here talking about raising teachers salary. We actually did it in Newark, New Jersey. We didn’t stop there. We closed poor performing charter schools, but dagnabbit we expanded high performing charter schools. We were a city that said, “We need to find local solutions that work for our community.” The results speak for themselves. We’re now the number one city in America for Beat the Odds schools. From high poverty to high performance. Strategies like investing in our children work.",0 days 00:50:29.000000000,0 days 00:00:28.000000000,0 days 02:12:46.000000000,third
50:57,Cory Booker,"I’ll tell you this. I am tired of us thinking about these problems isolated, disconnected from the other issues. That’s why my friend Secretary Castro is 100% right. We are in the reality we are right now because Vice President of overtly racist policies, not 400 years ago just in my lifetime. That were redlining communities, disinvesting in communities. More than just that, my kids are not only struggling with racial segregation, and housing, and the challenges of underfunded schools, but they’re also struggling with environmental injustice. If you’ve talked to someone who’s a parent of a child who has had permanent brain damage because of lead, you’ll know this is a national problem because there’s over 3,000 jurisdictions in America where children have more than twice the blood lead levels of Flint, Michigan.",0 days 00:50:57.000000000,0 days 00:00:47.000000000,0 days 02:13:14.000000000,third
51:44,Lindsey Davis,Thank you Senator.,0 days 00:51:44.000000000,0 days 00:00:01.000000000,0 days 02:14:01.000000000,third
51:45,Cory Booker,"If I’m President of the United States it is a holistic solution to education. From raising teachers’ salary, fully funded special education, but combating the issues of poverty, combating the issues of racial segregation, combating the issues of a criminal justice system that takes-",0 days 00:51:45.000000000,0 days 00:00:14.000000000,0 days 02:14:02.000000000,third
51:59,Lindsey Davis,Thank you Senator.,0 days 00:51:59.000000000,0 days 00:00:00.000000000,0 days 02:14:16.000000000,third
51:59,Cory Booker,parents away from their kids. Dealing with environmental justice as a major pillar of any climate policy.,0 days 00:51:59.000000000,0 days 00:00:06.000000000,0 days 02:14:16.000000000,third
52:05,Speaker 3,crosstalk 00:52:05] Thank you Lindsey. One final question coming up. We’ll be right back.,0 days 00:52:05.000000000,0 days 00:00:00.000000000,0 days 02:14:22.000000000,third
00:00,George S.,"a round of questions. One question for each candidate. We’re going to go in reverse order from the opening statement and the candidates. The question is on the quality of resilience. No president can succeed without resilience. Every president confronts crises, defeats and mistakes. So, I want to ask each of you, what’s the most significant professional setback you’ve had to face? How did you recover from it, and what did you learn from it? Vice President Biden.",0 days 00:00:00.000000000,0 days 00:00:28.000000000,0 days 02:14:22.000000000,third
00:28,Joe Biden,"I never counted any professional setback I have as a serious setback. There’s things that are important, things that aren’t important.",0 days 00:00:28.000000000,0 days 00:00:28.000000000,0 days 02:14:50.000000000,third
00:56,George S.,We’re going to clear the protestors now. Just one minute.,0 days 00:00:56.000000000,0 days 00:00:12.000000000,0 days 02:15:18.000000000,third
01:08,George S.,"Senator Biden, we’ll start the clock again.",0 days 00:01:08.000000000,0 days 00:00:01.000000000,0 days 02:15:30.000000000,third
01:09,Speaker 3,inaudible 00:01:12].,0 days 00:01:09.000000000,0 days 00:00:00.000000000,0 days 02:15:31.000000000,third
01:09,Joe Biden,What’d they say?,0 days 00:01:09.000000000,0 days 00:00:13.000000000,0 days 02:15:31.000000000,third
01:22,Joe Biden,I’m sorry.,0 days 00:01:22.000000000,0 days 00:00:01.000000000,0 days 02:15:44.000000000,third
01:23,George S.,We’re sorry. Go ahead.,0 days 00:01:23.000000000,0 days 00:00:03.000000000,0 days 02:15:45.000000000,third
01:26,Joe Biden,"There are setbacks to the setbacks, and I think the most critical setback that can occur to anyone is to lose … Well, my dad had an expression. He said, “Joey, it’s not a question of succeeding and whether you get knocked down, it’s how quickly you get up.” He used to say, “You never explain and never complain.” Then go on to say that, “The only obligation that really matters, the most important thing is family.”",0 days 00:01:26.000000000,0 days 00:00:31.000000000,0 days 02:15:48.000000000,third
01:57,Joe Biden,"So, I was raised to believe that that was the center of everything, family, and could be judged on based how you treat your family and how you went from there. It took … you know, Kierkegaard said, “Faith sees best in the dark.”",0 days 00:01:57.000000000,0 days 00:00:15.000000000,0 days 02:16:19.000000000,third
02:12,Joe Biden,"Right after I got elected, my wife and daughter were killed in an automobile accident, and my two sons were badly injured. I’d just been elected, not sworn in. I lost my faith for awhile. I came back. Then later when my son Beau came home from Iraq and with a terminal disease and a year later, a year and a half later, losing him was like losing part of my soul. The fact is that I learned that the way you deal with it is you deal with finding purpose, purpose in what you do.",0 days 00:02:12.000000000,0 days 00:00:32.000000000,0 days 02:16:34.000000000,third
02:44,Joe Biden,"That’s why I hope he’s proud of me today because he wanted to make sure I didn’t run for president but I stayed engaged. Because when you get hit badly, whether you’re losing a job or you’re raising a family, like my dad, where you have to make that longest walk up the stairs to tell your kid, “You can’t live here anymore.” Dad lost his job. You know, we’ve all been through that some form or another. It just takes … just for me, the way I’ve dealt with it is finding purpose. My purpose is to do what I’ve always tried to do and stay engaged in public policy.",0 days 00:02:44.000000000,0 days 00:00:32.000000000,0 days 02:17:06.000000000,third
03:16,Joe Biden,"There’s a lot of people who went through a lot worse than I have and get up every single morning, put their feet one foot in front of another without the help I had. There are real heroes out there, some real heroes.",0 days 00:03:16.000000000,0 days 00:00:09.000000000,0 days 02:17:38.000000000,third
03:25,George S.,"Thank you, Mister Vice President. Senator Warren.",0 days 00:03:25.000000000,0 days 00:00:06.000000000,0 days 02:17:47.000000000,third
03:31,Elizabeth Warren,"I mentioned earlier, I’ve known what I wanted to be since second grade. I wanted to be a public school teacher, and I invested early. I used to line my dollies up and teach school. I had a reputation for being tough but fair. By the time I graduated from high school, my family didn’t have money for a college application, much less to send me off to four years at a university.",0 days 00:03:31.000000000,0 days 00:00:25.000000000,0 days 02:17:53.000000000,third
03:56,Elizabeth Warren,"My story, like a lot of stories, has a lot of twists and turns. I got a scholarship. Then at 19, I got married, dropped out of school, took a minimum wage job, thought my dream was over. I got a chance down the road at the university of Houston, and I made it as a special needs teacher. I still remember that first year as a special needs teacher. I could tell you what those babies looked like. I had four to six year olds.",0 days 00:03:56.000000000,0 days 00:00:26.000000000,0 days 02:18:18.000000000,third
04:22,Elizabeth Warren,"At the end of that first year I was visibly pregnant. Back in the day, that meant that the principal said to me … wished me luck and hired someone else for the job. So, there I am. I’m at home, I’ve got a baby, I can’t have a job. What am I going to do? Here’s resilience. I said, “I’ll go to law school.” The consequence was, I practiced law for about 45 minutes and then went back to my first love, which is teaching. It let me get into fights. It gave me new tools. The reason I’m standing here today is because I got back up. I fought back. I know what’s broken. I want to be in the fight to fix it in America.",0 days 00:04:22.000000000,0 days 00:00:47.000000000,0 days 02:18:44.000000000,third
05:09,George S.,"Thank you, Senator.",0 days 00:05:09.000000000,0 days 00:00:06.000000000,0 days 02:19:31.000000000,third
05:15,Elizabeth Warren,That’s why I’m here.,0 days 00:05:15.000000000,0 days 00:00:01.000000000,0 days 02:19:37.000000000,third
05:16,George S.,Senator Sanders.,0 days 00:05:16.000000000,0 days 00:00:00.000000000,0 days 02:19:38.000000000,third
05:16,Bernie Sanders,"I’d say that resilience to me means growing up in a rent controlled apartment in Brooklyn, New York, the son of an immigrant who came to this country without a nickel in his pocket. Professional resilience means to me, George, running for US Senate in Vermont and getting one percent of the vote, running for governor and getting two percent of the vote. Finally, becoming mayor of Burlington, Vermont with ten vote margin.",0 days 00:05:16.000000000,0 days 00:00:30.000000000,0 days 02:19:38.000000000,third
05:46,Bernie Sanders,"What resilience means to me is that throughout my political career, I have taken on virtually every powerful special interest in this country, whether it is Wall Street, whether it is the insurance industry, whether it is the pharmaceutical industry whose corruption and greed is killing people today, whether it is a military industrial complex or a prison industrial complex. I feel confident that given a lifelong record I’ve taken on powerful special interests of standing up for the working families of this country, that I will be able to take on the greed and corruption of the corporate elite and create a government and an economy that works for all of us. Not just the one percent.",0 days 00:05:46.000000000,0 days 00:01:01.000000000,0 days 02:20:08.000000000,third
06:47,George S.,"Thank you, Senator Sanders. Senator Harris.",0 days 00:06:47.000000000,0 days 00:00:06.000000000,0 days 02:21:09.000000000,third
06:53,Kamala Harris,"Every office I’ve run for, whether it be district attorney or attorney general, I was told each time it can’t be done. They said, “Nobody like you has done it before. You’re … nobody is ready for you.” When I ran for DA, I won and became the first Black woman elected DA in a state of 40 million people in San Francisco. When I ran for Attorney General of California, I was elected because I didn’t listen. I was the only Black elected woman, Black elected attorney general in the state, in the country.",0 days 00:06:53.000000000,0 days 00:00:39.000000000,0 days 02:21:15.000000000,third
07:32,Kamala Harris,"Each time people would say, “It’s not your time. It’s not your turn. It’s going to be too difficult. They’re not ready for you.” I didn’t listen. A part of it probably comes from the fact that I was raised by a mother who said many things that were life lessons for me, including, “Don’t you ever let anybody tell you who you are. You tell them who you are.”",0 days 00:07:32.000000000,0 days 00:00:24.000000000,0 days 02:21:54.000000000,third
07:56,Kamala Harris,"When I look around the town halls that we do in this race for President of the United States and I look at the meetings that we do and the community meetings and I see these little girls and boys sometimes even brought by their fathers. They bring them to me, and I talk to them during these events and they smile. They’re full of joy and their fathers tell them, “See, don’t you ever listen and let anybody ever tell you what you can or cannot be. You have to believe in what can be unburdened by what has been.”",0 days 00:07:56.000000000,0 days 00:00:34.000000000,0 days 02:22:18.000000000,third
08:30,George S.,"Senator Harris, thank you very much. Mayor Buttigieg.",0 days 00:08:30.000000000,0 days 00:00:02.000000000,0 days 02:22:52.000000000,third
08:32,Pete Buttigieg,"As a military officer serving under, “Don’t Ask, Don’t Tell,” and as an elected official in the State of Indiana when Mike Pence was governor, at a certain point when it came to professional setbacks, I had to wonder whether just acknowledging who I was was going to be the ultimate career ending professional setback. I came back from deployment and realized that you only get to live one life, and I was not interested in not knowing what it was like to be in love any longer. So, I just came out. I had no idea what kind of professional setback it would be, especially because inconveniently it was an election year in my socially Conservative community.",0 days 00:08:32.000000000,0 days 00:00:52.000000000,0 days 02:22:54.000000000,third
