text,class_name
"We also, let’s get those independents and moderate Republicans who cannot stomach this guy anymore. This is how we build the coalition. We don’t just beat Donald Trump, we bring the U.S. Senate to some sense. We send Mitch McConnell packing. This is how we win. If you want to join us and remember that this won’t be for me, a personal victory, it’ll be a national victory of someone that wins in red districts and suburban purple districts and bright blue districts every single time, if you want to join us and if you believe that our work doesn’t end on election day, but begins on inauguration day, join us AmyKlobuchar.com. Thank you.",REPUBLICANS
"Vice President Biden, thank you.",OTHER
"America is great, but not everyone can access America’s greatness. The systems that were built to lift us up are now suffocating the American people. The economic system that used to create 30, 40, $50 an hour jobs that you can have a good solid middle-class living, now force us to have two or three jobs just to get by.",ECONOMY
China and climate change.,ENVIRONMENT
"Governor Hickenlooper, your response?",OTHER
"Our first act in foreign policy, we’re breaking up Russia and making up with NATO.",FOREIGN_POLICY
… be willing to make good-,OTHER
"Just to follow up, your expectations aside, your website says you will find people who don’t give up their weapons. That doesn’t take those weapons off the streets. So to be clear, exactly how are you going to take away weapons from people who do not want to give them up, and you don’t know where they are?",GUN_CONTROL
"We’re going to leave one way or the other. The question is to make sure we do it well and not poorly. And of course that has to respond to the conditions on the ground and the need for a political settlement. But the other day I was reunited with somebody that I served with over there and the thing we were, marveling at is how long it’s been since we left. I thought I was one of the last troops turning out the lights when I left years ago and we’re still there. There may need to be some kind of limited special operations and intelligence capacity. The exact same kind of thing by the way that we actually had in Syria, holding the line before the president yanked it out leading to the road to chaos. But what we know is that we cannot go on with these endless wars.",FOREIGN_POLICY
"Yes. This isn’t just about a system, or it’s not just about words. This is about the NRA. I sat across from the President of the United States after Parkland, because I’ve been a leader on these issues and have the bill to close the boyfriend loophole. And I watched and wrote down when nine times he said he wanted universal background checks. The next day, he goes and he meets with the NRA and he folds. As your president, I will not fold. I will make sure that we get universal background checks passed, the assault weapon ban, that we do something about magazines, and that we understand when that little six year old boy died, Steven Romero, when his dad said, “He’s only six years old.”",GUN_CONTROL
"In all due respect to Joe. Joe, you’re also the guy who helped lead us into the disastrous war in Iraq. What we need to do, is I think, rethink and the Washington post piece was very educational. What we need to rethink, is the entire war on terror? We have lost thousands of our own men and women, brave soldiers. Hundreds of thousands, if not millions of people, have been killed abroad or forced to leave their countries. It is time right now, that we bring this world together, to try to end these endless wars and address the root causes, which are causing these wars.",FOREIGN_POLICY
"Vice President Biden, your response, sir.",OTHER
"As some of you have indicated the differences between all of you on this stage are tiny compared to the differences between you and President Trump. There are, however, fundamental differences between many of you on this stage. Vice President Biden just on either side of you Senator Warren is calling for big structural change, Senator Sanders is calling for a political revolution. Will their visions attract the kind of voters that the Democrats need to beat Donald Trump?",FOREIGN_POLICY
I have supported the ERA from the very beginning when I ran.,OTHER
"And the way we win big is with that fired up Democratic base that’s out there today, but it is also about bringing in independence and moderate Republicans. I can lead this and I asked you to join me because I’ve done it before and I will do it again, amyklobuchar.com. Join our team. Thank you.",REPUBLICANS
"Senator Booker. Thank you. A quick follow up though, because Americans watching tonight know the reality of Congress in Washington. I asked you how the Republican colleague in the Senate who would be on board with this idea to get this done.",REPUBLICANS
"Sure. So let me just tell you what we can do with that two cent wealth tax. Two cents on the top one 10th of 1% in this country, and we can provide universal childcare for every baby in this country age zero to five. That is transformative. We can provide universal pre-K for every three-year-old and four-year-old in America. We can stop exploiting the women, largely black and brown women who do this work, and we can raise the wages of every childcare worker and preschool teacher in America. We can put 800 billion new federal dollars into all of our public schools. We can make college tuition free for every kid. We can put $50 billion into historically black colleges and universities, and we can cancel student loan debt for 95% of the folks who’ve got it. Two cent wealth tax and we can invest in an entire generation’s future.",EDUCATION
"Yeah. And I would just want to ask this question of all the candidates, but particularly of Vice President Biden. President Trump is trying to sell NAFTA 2.0. He’s got a new name for it. It’s just as dangerous as the old NAFTA. It’s going to take away American jobs like the old NAFTA, like it did to Michigan. And we cannot have Democrats be party to a new NAFTA. So Vice President, I believe you’re the only person on the stage who voted for the original NAFTA. Are you ready to say here and now that you will oppose a new NAFTA? And that what you will believe in, which a lot of us hope for, is trade treaties that empower organized labor across the boundaries of the world and give working people power again, not just multinational corporations.",ECONOMY
"When you look at inequality in the United States of America, you have to start with housing. Where you put your head at night determines so many things about your life. It determines where your kids go to school. It determines the air you breathe, where you shop, how long it takes you to get to work. What we’ve seen in California is as a result of policy, we have millions too few housing units and that affects everybody in California.",EDUCATION
Breaking news tonight exclusively here.,OTHER
"You asked a second ago about charter schools. Look, it is a myth that charter schools are better than public schools. They’re not.",EDUCATION
It was not only that but you also worked with them to oppose busing. There was a little girl in California who was part of the second class to integrate her public schools. She was bused to school every day. That little girl was me.,EDUCATION
"I said, “No. Let’s go for an agency that will make structural change in our economy.”",ECONOMY
"Secretary Castro, your response to Governor Inslee?",OTHER
"Program in the country. People don’t like their private insurance companies. They like their doctors and hospitals. Under our plan, people go to any doctor they want, any hospital they want. We will substantially lower the cost of healthcare in the country because we’ll stop the greed of the insurance company.",HEALTHCARE
"Third of all, I do not believe in packing the court. We got a terrible 5-4 majority conservative court right now. I do believe that constitutionally we have the power to rotate judges to other courts. That brings new blood into the Supreme Court and a majority I hope that will understand that a woman has the right to control her own body and that corporations cannot run.",ECONOMY
"Mayor De Blasio, as an executive in the largest city in this country, you are used to saying what you want to have happen and having it happen. If you nominate a supreme court nominee as president of the United States and Mitch McConnell is still Senate majority leader, what makes you believe that he would allow you to make a nominee?",REPUBLICANS
"Thank you, Congressman.",OTHER
"Thank you, Senator. Secretary Castro, I want to bring you in-",OTHER
"Well, first of all, it’s not 500 billion dollars in financial assistance. It’s 500 billion dollar, 200 to 500 billion dollars, payment of a debt that is owed. That is what reparations is. We need some deep truth-telling when it comes. We don’t need another commission to look at evidence. I appreciate what Congressman O’Rourke has said. It is time for us to simply realize that this country will not heal. All that a country is as a collection of people. People heal when there is some deep truth-telling. We need to recognize that, when it comes to the economic gap between blacks and whites in America, it does come from a great injustice that has never been dealt with. That great injustice has had to do with the fact that there was 250 years of slavery followed by another 100 years of domestic terrorism.",FOREIGN_POLICY
"I certainly respect your military experience. That’s not what this is about. This is about choosing a president and I know my view of this is I know you ran for to be chair of the Democratic National Committee. That’s not something that I wanted to do. I want to be president of the United States. And the point is we should have someone heading up this ticket that has actually won and been able to show that they can gather the support that you talk about of moderate Republicans and Independents as well as a fired-up democratic base. And not just done at once, I have done it three times. I think winning matters. I think a track record of getting things done matters and I also think showing our party that we can actually bring people with us, have a wider tent, have a bigger coalition and yes, longer coattails that matters.",REPUBLICANS
"To the candidates. Last night at this hour, the House of Representatives voted for only the third time in American history to impeach a president. Every one of you was in favor of this action. But unlike 1974 and President Nixon, congressional Democrats have so far not convinced a strong majority of Americans to support impeachment of President Trump. Why do you think that is, and what can you say or do differently in the coming weeks, to persuade more Americans that this is the right thing to do? I want to ask all of you to respond, but to begin with Vice President Biden.",REPUBLICANS
"That’s the history of this city. My mom is sitting there who was born in the city of Detroit, born to a guy that was a UAW worker. My grandfather who pulled his family out of poverty in the Depression. My grandmother joined him. She was really entrepreneurial, opened a pool hall and a laundry mat right here in this city. That is the American dream. And so many of us have stories like that. But the dream of this country is under threat right now.",ECONOMY
"Okay, now I want everybody to keep to the time, but you did invoke both senators. I have to get responses from them, then we will broaden out. Senator Warren, you go first.",FOREIGN_POLICY
"I get a little bit tired, I must say, of people defending a system which is dysfunctional, which is cruel. 87 million uninsured, 30,000 people dying every single year, 500,000 people going bankrupt. For what reason, they came down with cancer. I will tell you what the issue is here. The issue is whether the Democratic Party has the guts to stand up to the healthcare industry, which made $100 billion in profit. Whether we have the guts to stand up to the corrupt price fixing pharmaceutical industry, which is charging us the highest prices in the world for prescription drugs. And if we don’t have the guts to do that, if all we could do is take their money, we should be ashamed of ourselves.",HEALTHCARE
"Other than that, you like him.",OTHER
"The biggest problem right now that we have with immigration is Donald Trump. He’s using immigration to not only rip apart families, but rip apart this country. We can actually get to the point where we have both safe borders, where we have a path to citizenship, where we have opportunities for dreamers. And you don’t have to decriminalize everything. What you have to do is have a president in there with the judgment and the decency to treat someone that comes to the border like one of our own.",IMMIGRATION
"Yes we can. Because I’ll tell you something. The way that I think about this is I’ve seen more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you. I have hugged more mothers of homicide victims than I care to tell you. And the idea that we would wait for this congress, which has just done nothing to act is just… It is overlooking the fact that every day in America our babies are going to school to have drills. Elementary, middle and high school students where they are learning about how they have to hide in a closet or crouch in a corner if there is a mass shooter roaming the hallways of their school.",EDUCATION
Your time is up Governor Inslee. –,OTHER
"Thank you. Thank you, Mayor.",OTHER
 Senator Klobuchar let me bring you in-,OTHER
"Health care also has to mean that every woman can make her own decisions about her own body and has access to the care that makes that possible. Our plan says, if you’re uninsured, we enroll you in medicare. If you’re insufficiently insured, you can’t afford your premiums, we enroll you in medicare. But if you’re a member of a union that negotiated for a healthcare plan that you like because it works for you and your family, you’re able to keep it. We preserve choice by making sure everybody has health care.",HEALTHCARE
"We would like to bring another one, but obviously Senator Warren, I’d like to give you a chance to respond.",FOREIGN_POLICY
"Mr. Yang, your signature policy is to give every adult in the United States $1,000 a month. No questions asked.",ECONOMY
They do not have to buy in if they can’t afford it.,OTHER
"Thank you, Senator.",OTHER
I believe that the quest for the carbon negative farm could be as big as symbol of dealing with climate change as the electric car in this country. And it’s an important part of how we make sure that we get a message out around dealing with climate change that recruits everybody to be part of the solution including conservative communities where a lot of people have been made to feel that admitting climate science would mean acknowledging their part of the problem.,ENVIRONMENT
"Mayor Buttigieg, how would you stand up against China?",OTHER
"Thank you, Senator.",OTHER
"Sure. Thank you, Jorge. I’ll call Maduro a dictator, because he is a dictator. And what we need to do is to, along with our allies, make sure that the Venezuelan people get the assistance that they need, that we continue to pressure Venezuela so that they’ll have free and fair elections. And also, here in the United States, offer a temporary protected status, TPS, to Venezuelans. That is something that the Trump administration has failed to do. For all of his big talk about supporting the Venezuelan-American community, he has failed. I will not.",FOREIGN_POLICY
"I disagree that we should decriminalize our border. This is personal for me, my mom’s an immigrant and she was separated from her parents during the Holocaust in Poland. For those reasons, I was part of the Gang of Eight that wrote, I wrote the immigration bill in 2013 with John McCain that passed the senate with 68 votes. That gave a pathway to citizenship for the 11 million undocumented people that are here, that would pass the most aggressive dream act that ha ever been conceived much less passed on the floor of the senate, and had 46 billion dollars of border security.",IMMIGRATION
"We’re going to put a freedom dividend of $1,000 a month in everyone’s hands, which is going to help families around the country adapt and then we’re going to take this burden off of the communities and off of the schools who do not have the resources to support kids like my son and make it a federal priority, not a local one. So not not robbing Peter to pay Paul.",ECONOMY
"You know, according to Forbes magazine, I am literally the only person on this stage who’s not a millionaire or a billionaire. This is important. This is the problem with issuing purity tests, you cannot yourself pass. If I pledge never to be in the company of a progressive democratic donor, I couldn’t be up here. Senator, your net worth is 100 times mine. Now, supposing that you went home feeling the holiday spirit, I know this isn’t likely but stay with me, and decided to go on to Pete for america.com and give the maximum allowable by law $2,800. Would that pollute my campaign because it came from a wealthy person? No. I would be glad to have that support. We need the support from everybody who is committed to helping us defeat Donald Trump.",ECONOMY
"What I would do is negotiate us back into that agreement, is stand with our allies and not give unlimited leverage to China and Russia, which is what he has done, and then finally, I would make sure that if there is any possibility of a conflict and we’re having this debate in Congress right now, that he comes to Congress for an authorization of military force, I would do that. And this president is literally every single day, 10 minutes away from going to war, one Tweet away from going to war, and I don’t think we should conduct foreign policy in our bathrobe at five in the morning.",FOREIGN_POLICY
"The reason I insist on Medicare for all who want it as the strategy to deliver on that goal we share of universal healthcare, is that that is something that as a governing strategy, we can unify the American people around. Creating a version of Medicare, making it available to anybody who wants it, but without the divisive step of ordering people onto it whether they want to or not. And I believe that commanding people to accept that option, whether we wait three years as Senator Warren has proposed or whether you do it right out of the gate, is not the right approach to unify the American people around a very, very big transformation that we now have an opportunity to deliver.",HEALTHCARE
"Well, first of all, where Bernie left off we’ve heard a lot of good ideas on this stage tonight and a lot of plans. The truth is until you go to the root of the corruption the money in politics, the fact that Washington is run by the special interests, you are never going to solve any of these problems.",GOVERNMENT_REFORM
Not by the end of this year?,OTHER
… in this region.,OTHER
"Thank you, Congressman.",OTHER
"Thank you. Last week I saw one of those Trump signs that says “America, love it or leave it” and it was on the outside of the church. I love America and I know we can make it better. Before coming to the Senate, I ran a large urban school district where most of the kids live in poverty. Those kids have exactly the same hopes that I had. Their parents have exactly the same hopes for them that my parents had for me. And that Susan and I had for our three children. But for the last three years we’ve been consumed by a president who frankly doesn’t give a damn about your kids or mine. Mr. President, kids belong in classrooms, not cages. And they deserve something better than a bully in the White House. Let’s end this three ring circus in Washington and let’s make this election about reclaiming our future for our kids and our democracy. Empty promises won’t beat Donald Trump, I can.",EDUCATION
I think this is ultimately about our values. I have proposed a two cent wealth tax on the top 1/10 of 1% in this country. That would give us enough money to start with our babies by providing universal child care for every baby age zero to five. Universal pre-K for every three year old and four year old in this country.,ECONOMY
"Let’s talk about what Secretary Castro just said. He wants to no longer have it be a crime to illegally cross the border. Do you support that? Do you think it should be a civil offense only? And if so, do you worry about potentially incentivizing people to come here?",IMMIGRATION
"Thank you. Your time is complete. Vice President Biden, I want to put the question to you. You were one of the architects of Obamacare, so where do we go from here?",HEALTHCARE
"Congressman O’Rourke, what we’ve just been discussing and talking about is how much fundamental change to the economy is desirable and how much is actually doable? In that vein, some Democrats want a marginal individual tax rate of 70% on the very highest earners, those making more than $10 million a year. Would you support that? And if not, what would your top individual rate be?",ECONOMY
"Thank you, Congresswoman.",OTHER
"But also, in the places that I grew up in, we weren’t exactly looking for another reason for cops to come banging on the door. And y’all saw a couple of days ago what happened to Tatiana Jefferson in Fort Worth. Cops showed up at 2:00 in the morning at her house when she was playing video games with her nephew. He didn’t even announce himself, and within four seconds he shot her and killed her through her home window. She was in her own home. And so I am not going to give these police officers another reason to go door to door in certain communities, because police violence is also gun violence and we need to address that.",GUN_CONTROL
So I hope you will consider going to jayinslee.com and joining this effort. And I will close with this. I am confident and optimistic tonight even in the face of this difficulty because I know we can build a clean energy economy. I know we can save our children and our grandchildren. I know that we can defeat climate change. And we will defeat Donald Trump. This is our moral responsibility and we will fulfill it. Thank you very much.,ENVIRONMENT
"So I see right now is, we’ve got to get the carbon, we’ve got to stop putting more carbon into the air. We’ve got to get the carbon out of the air and out of the water and that means that we need to keep some of our nuclear in place. I will not build more nuclear. I want to put the energy literally and the money and the resources behind clean energy and by increasing by 10 fold what we put into science, what we put into research and development. We need to do what we do best. And that is innovate our way out of this problem and be a world leader. But understand the biggest climate problem we face is the politicians in Washington who keeps saying the right thing, but continue to take money from the oil industry. Continue to bow down to the lobbyist, to the lawyers, to the think tanks to the bought and paid for experts.",ENVIRONMENT
"Control room, we’ve got –",OTHER
"So I was a special education teacher and I loved that work because it gave me a chance to work straight up with people to recognize the worth of every human being. I had four to 46-year-olds who were in special ed and what do we need to do? That’s why I have a plan as a special ed teacher to fully fund IDEA, so every child with disabilities will get the full education they need.",EDUCATION
That’s not true.,OTHER
"And look, Bernie. I was a union-side labor lawyer. I fought day after day, and I know, but we set this up as a false choice far too often. Are we going to actually address climate change? Fire seasons are 80 days longer in the west now. Or are we going to give people a better shot at a better life? You can do both.",ENVIRONMENT
I want to give a reality-,OTHER
"As we see policies that let giant corporations, some of which made billions in profits, pay, not just zero, but as we’ve recently learned, negative taxes, all while they block policies that would actually boost wages for working Americans. Here’s the good news – it’s up to us. No matter what happens in the Senate, it is up to us in 2020. This is our chance to refuse to be taken in by the helplessness, to refuse and reject the cynicism. That is what this presidential election is about. It is what my campaign is about. Our opportunity in 2020, no matter what happens in Washington, as a country, to change the course of this nation for the better.",ECONOMY
That’s Nightly News. I’m Lester Holt.,OTHER
"The president literally went on TV on Fox and said that, people’s heads would spin when they see how much he would bring down pharmaceutical prices. Instead, 2,500 drugs have gone up in double digits since he came into office. Instead, he gave $100 billion in giveaways to the Pharma companies. For the rest of us, for the rest of America, that’s what we call at home, all foam and no beer. We got nothing out of it. And so my proposal is to do something about Pharma, to take them on, to allow negotiation under Medicare, to bring in less expensive drugs from other countries. Pharma thinks they own Washington, well they don’t own me.",HEALTHCARE
"So to be clear, congresswoman, would you keep President Trump’s tariffs on China in place?",ECONOMY
"Mr. Vice President, I didn’t interrupt you.",OTHER
"But I want to get back to a point that Elizabeth made and that in fact, in terms of gun issues, picking up on Corey and Beto and everybody else, what we are looking at is a corrupt political system. And that means whether it is the drug companies or the insurance companies or the fossil fuel industry determining what’s happening in Washington or in this case you got an NRA which has intimidated the president of the United States and the Republican leadership. I am proud that year after year I had an F rating from the NRA and as president, I will not be intimidated by the NRA.",GUN_CONTROL
"Thank you, Mr. Steyer.",OTHER
It needs profound structural reform.,OTHER
"The public option is great, but it doesn’t go far enough. It doesn’t go far enough. I’m proposing universal healthcare where everyone gets healthcare as a basic human right for free, but they have choices. My plan, better care is fully paid for without raising middle-class tax options. So, when we think about this debate, there’s Medicare for All, which is extreme.",HEALTHCARE
We have an opportunity to do the biggest things-,OTHER
"Judy, you’re talking to somebody who, unlike some of my colleagues here, voted against NAFTA, voted against PNC with China, two agreements that cost us over four million decent-paying jobs. Now, I don’t agree with the, your statement that people think this is going to be a great job creator. This is a modest improvement over what we have right now. It would allow, hopefully, Mexican workers to organize into unions or independent unions, and be able to negotiate decent contracts. But at the end of the day, in my view, it is not going to stop outsourcing. It is not going to stop corporations from moving to Mexico, where manufacturing workers make less than two dollars an hour. What we need is a trade policy that stands up for workers, stands up for farmers, and, by the way, the word “climate change,” to the best of my knowledge, is not discussed in this new NAFTA agreement at all, which is an outrage. So no, I will not be voting for this agreement, although it makes some modest improvements.",ECONOMY
Senator Warren. Only about 1% of Americans serve in the United States military right now. Should that number be higher?,FOREIGN_POLICY
I did not oppose busing in America. What I opposed is busing ordered by the Department of Education. That’s what I opposed. I did not oppose …,EDUCATION
But the way … But let’s figure-,OTHER
"I get a little bit tired of Democrats afraid of big ideas. Republicans are not afraid of big ideas. They could give $1 trillion in tax breaks to billionaires and profitable corporations. They could bail out the crooks on Wall Street. So please don’t tell me that we cannot take on the fossil fuel industry, and nothing happens unless we do that.",ECONOMY
"Well, first of all, I think we all agree that we need to bring in a lot more revenue in this country. We actually have a real problem with the tax rates, tax loopholes, tax cheats, and I don’t agree with the wealth tax the way that Elizabeth Warren puts it, but I agree that we need to raise the estate tax. We need to tax capital gains as ordinary income. Real strategies will increase revenue. But here’s the challenge. We as Democrats need to fight for a just taxation system. But as I travel around the country, we Democrats also have to talk about how to grow wealth as well.",ECONOMY
"Thank you, Congressman.",OTHER
"So on paid family leave, it is no longer the case in America that people are having children in their 20s. People are having children in their 30s often in their 40s, which means that these families and parents are often raising young children and taking care of their parents. Which requires a lot of work from traveling back and forth to a hospital to daycare, to all of the activities that are required, much less the healthcare needs that are required.",HEALTHCARE
"Thank you, Congresswoman. Mayor de Blasio, what’s your response?",OTHER
"Well, that’s not confiscation.",OTHER
"The American people want to have a minimum wage, which is a living wage, 15 bucks an hour. I’ve helped lead that effort. The American people want to pay reasonable prices for prescription drugs, not the highest prices in the world. I’ve helped lead the effort for that as well.",ECONOMY
"Tonight, half of the American people are living paycheck to paycheck, and yet 49% of all new income goes to the top 1%. Tonight, the fossil fuel industry continues to receive 100s of billions of dollars in subsidies and tax breaks while they destroy this planet.",ECONOMY
Should there be a role for the federal government –,OTHER
"Well, we heard it tonight. A yes or no question that didn’t get a yes or no answer. This is why people here in the Midwest are so frustrated with Washington in general and Capitol Hill in particular. Your signature Senator, is to have a plan for everything except this, no plan has been laid out to explain how a multi-trillion dollar hole in this Medicare for All plan that Senator Warren is putting forward is supposed to get filled in. And the thing is we really can deliver healthcare for every American and move forward with the boldest, biggest transformation since the inception of Medicare itself. But the way to do it without a giant multi-trillion dollar hole and without having to avoid a yes or no question is Medicare for All who want it. We take a version of Medicare, we let you access it if you want to. And if you prefer to stay on your private plan, you can do that too. That is what most Americans want. Medicare for all who want it, trusting you to make the right decision for your healthcare and for your family. And it can be delivered without",HEALTHCARE
The things that would be full coverage for all Americans.,OTHER
"Thank you, Ms. Williamson-",OTHER
"I also want to agree with Senator Klobuchar. Until we hold those responsible accountable for their actions, Purdue Pharma, Johnson & Johnson, we’re going to continue to have this problem going on again. So, that veteran that I met, and anyone with drug addiction today, is not a problem for the criminal justice system. They’re an opportunity for our public health system-",HEALTHCARE
"Now, Elizabeth is absolutely right. If anybody here thinks that corporate America gives one damn about the average American worker, you’re mistaken. If they can save five cents by going to China, Mexico, or Vietnam, or any place else, that’s exactly what they will do.",ECONOMY
"One minute, George?",OTHER
"What Senator Harris is doing is unfortunately continuing to traffic in lies and smears and innuendos because she cannot challenge the substance of the argument that I’m making the leadership and the change that I’m seeking to bring in our foreign policy, which only makes me guess that she will, as president, continue the status quo. Continue the Bush/Clinton/ Trump foreign policy of regime change wars, which is deeply destructive. This is personal to me, because I served in Iraq. I left my seat in the state legislature in Hawaii, volunteered to deploy to Iraq where I served in a medical unit where every single day I saw the terribly high human cost of war. I take very seriously the responsibility that the president has to serve as Commander in Chief, to lead our armed forces, and to make sure always, no, I’m not going to put party interests first. I will put the interests of the American people above all else.",FOREIGN_POLICY
All right. Let me let Senator Booker respond.,OTHER
"My first grade teacher, Mrs. Francis Wilson, God rest her soul, attended my law school graduation. I think most of us would say that we are not where we are without the teachers who believed in us. I have offered, in this campaign, a proposal to deal with this, which will be the first in the nation, Federal investment enclosing the teacher pay gap. Which is $13,500 a year. Because right now in our public schools our teachers, 94% of them are coming out of their own pocket to help pay for school supplies. That is wrong.",EDUCATION
"No they don’t. In my judgment, Trump is the most corrupt president in the history of this country. It’s not just that he obstructed justice with the Mueller report. I think that the House will find him guilty of worthy of impeachment because of the emoluments clause. This is a president who is enriching himself while using the Oval Office to do that and that is outrageous. And I think in terms of the recent Ukrainian incident, the idea that we have a President of the United States who is prepared to hold back national security money to one of our allies in order to get dirt on a presidential candidate is beyond comprehension. So I look forward, by the way, not only to a speedy and expeditious impeachment process, but Mitch McConnell has got to do the right thing and allow a free and fair trial in the Senate.",REPUBLICANS
"God bless the insurers if they want to compete. They can certainly try. But they’ve never put people over their profits, and I doubt they ever will. What will happen is people will choose Medicare, you will transition. We will get to Medicare for All, and then your step to single player is so short I would make it an earned benefit, just like Social Security, so that buy in your whole life-",HEALTHCARE
All the members of the NATO alliance.,OTHER
How are you doing?,OTHER
"Well, I’m right about this. We can create a universal healthcare system to give everyone basic healthcare for free and I have a proposal to do it. But we don’t have to go around and be the party of subtraction and telling half the country who has private health insurance that their health insurance is illegal.",HEALTHCARE
"Thank you, Congressman. Thank you, Congressman. We’re going to move on. We’re going to move on to the issue of immigration now. There is widespread agreement on this stage on the need for immigration reform, a pathway to citizenship for undocumented immigrants, including dreamers, but there are some areas of disagreement.",IMMIGRATION
"So listen, this is what I don’t understand. President Trump wants to build physical walls and beats up on immigrants. Most of the folks running for president want to build economic walls to free trade and beat up on President Obama.",IMMIGRATION
"You’ve been reassuring voters that things will return to normal. Once president Trump leaves office, that Republicans will have what you call an epiphany and come to the table to work with the Biden administration. But given everything that you have seen from current Republicans, what evidence is there that things will change?",REPUBLICANS
"Thank you, Senator. Just to clarify, would you decriminalize-",OTHER
"Thank you, Congressman O’Rourke. We’ve been asking voters to weigh in on what they’d most like to hear Democrats debate. Among the topics they told us they’re most interested in, the climate crisis. Congressman Delaney, I’ll start with you. You say the Green New Deal is about as realistic as Trump saying Mexico was going to pay for the wall. But scientists say we need, essentially, to eliminate fossil fuel pollution by 2050 to avoid the most catastrophic consequences. Why isn’t this sweeping plan to fight the climate crisis…",ENVIRONMENT
"Congressman, let me follow up.",OTHER
"Welcome back to the CNN Democratic Presidential Debate. We are live from Detroit. I want to turn now to criminal justice. Mr. Vice President, Senator Booker called your new criminal justice reform plan “an inadequate solution to what is a raging crisis in our country.” Why is Senator Booker wrong?",OTHER
"Congressman O’Rourke, how would you deal with it?",OTHER
… Twitter should shutdown that account?,OTHER
"What I said was speak to constitutional scholars. If in fact we could say, “By the way, you can’t own the following weapons period. It cannot be sold anymore.” Check with constitutional scholars.",GUN_CONTROL
"That’s the way that we’re going to help make sure that we’re all safe in the years to come and that we combat climate change. And if I’m elected president, the first thing that I would do, like Senator Klobuchar also said, is sign an executive order recommitting us to the Paris Climate Accord so that we can –",ENVIRONMENT
"Okay. I’m the only person that’s beaten the NRA nationally. I’m the guy that got the Brady Bill passed, the background checks, number one. Number two, we increase that background check during the Obama-Biden administration. I’m also the only guy that got assault weapons banned. Banned. And the number of clips in a gun banned. So folks, look, and I would buyback those weapons. We already started talking about that. We tried to get it done. I think-",GUN_CONTROL
crosstalk 00:06:09] I need to-,OTHER
We’ve got to attack the corruption and repeal the filibusters-,GOVERNMENT_REFORM
"I think we need to do real things to help American workers and the American people, this is the issue that all of us hear on the campaign trail. We need to make sure everyone has a living wage, and I’ve called for a doubling of the earned income tax credit, raising the minimum wage, and creating paid family leave. That will create a situation where people actually have a living wage that gets right to workers.",ECONOMY
"It’s time that we separate employers from the kind of healthcare people get, and under my plan, we do that. As it relates to the insurance and pharmaceutical companies-",HEALTHCARE
"Senator Sanders, 30 seconds.",OTHER
"It sounds like a jet airplane up there, but that is fire.",OTHER
"Thank you, Congressman. Mr. Steyer, would you publicly reveal what the U.S. knows about Putin’s corruption or work to freeze his bank accounts? Please respond.",GOVERNMENT_REFORM
"And we do ourselves no favors by having 11 million undocumented people in our country be unable to access healthcare. But of course the real problem is, we should have 11 million undocumented people with no pathway to citizenship. It makes no sense. The American people agree on what to do. This is the crazy thing, if leadership consists of forming a consensus around a device of issue… This White House has divided us around a consensus issue.",HEALTHCARE
"Thank you, Senator.",OTHER
What I will say is that I.,OTHER
"Thank you, Congressman.",OTHER
"And so clearly, to your question, number one, we cannot allow the Russians to continue to grow and influence by abandoning the world stage. We cannot allow Russia to not only interfere in the democracies of the Ukraine, and Latvia, and Lithuania, but even not calling them out for their efforts to interfere in this democracy are unacceptable. Russia and Putin understand strength, and this President, time and time again, is showing moral weakness.",FOREIGN_POLICY
"I am rather proud, maybe, I don’t know. The only candidate up here doesn’t have any billionaire contributions, but you know what I do have? We have received more contributions from more individuals than any candidate in the history of the United States of America at this point in an election, averaging $18 a piece. Now there’s a real competition going on up here. My good friend Joe, and he is a good friend, he’s received contributions from 44 billionaires. Pete, on the other hand is trailing. Pete, you only got 39 billionaires contributing. So Pete, we look forward to you. I know you’re an energetic guy and a competitive guy to see if you could take on Joe on that issue. But what is not a laughing matter, my friends. This is why three people own more wealth than the bottom half. This is why Amazon and other major corporations pay zero in federal taxes. We need to get money out of politics. We should run our campaigns on that basis.",ECONOMY
"Thank you, Secretary.",OTHER
That’s time. Thank you.,OTHER
"Lester, thank you.",OTHER
"Five million assault weapons are on the streets of America today. During the course of this debate, eight people will die from gun violence. The leading cause of death of young black men in America is gun violence, more than the top other six reasons totaled. This is a serious matter. I have personally hugged more mothers of homicide victims than I care to tell you. I have looked at more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you.",GUN_CONTROL
"Look, I talk about foreign policy. I’m the guy that got a bipartisan agreement at the very end of the campaign, at the very end of our term, to spend 740 million dollars to deal with the problem. And that was to go to the root cause of why people are leaving in the first place. It was working. We saw, as you know, a net decrease in the number of children who were coming. The crisis was abated. And along came this president, and he said he’d immediately discontinue that.",FOREIGN_POLICY
"Thank you, Senator. Senator Sanders… I’m going to go to Senator Sanders and then Senator Warren as you both have mentioned. Senator Sanders.",FOREIGN_POLICY
No. Let’s figure out-,OTHER
"Thank you very much. Senator Harris, last month more than 130, 000 migrants were apprehended at the southern border. Many of them are being detained, including small children in private detention centers in Florida and throughout our country. Most of the candidates on this stage say the conditions of these facilities are abhorrent.",IMMIGRATION
That’s Nightly News. I’m Lester Holt.,OTHER
Thank you very much Mayor Buttigieg.,OTHER
And take on the special interests. We can transform this country.,OTHER
